,districtid,monthid,dose1,dose2
2227,CT_Raigarh,1,0.0,0.0
2228,CT_Raigarh,2,0.0,0.0
2229,CT_Raigarh,3,0.0,0.0
2230,CT_Raigarh,4,0.0,0.0
2231,CT_Raigarh,5,0.0,0.0
2232,CT_Raigarh,6,0.0,0.0
2233,CT_Raigarh,7,0.0,0.0
2234,CT_Raigarh,8,0.0,0.0
2235,CT_Raigarh,9,0.0,0.0
2236,CT_Raigarh,10,0.0,0.0
2237,CT_Raigarh,11,16630.0,0.0
2238,CT_Raigarh,12,25012.0,12906.0
2239,CT_Raigarh,13,270247.0,15282.0
2240,CT_Raigarh,14,56769.0,74851.0
2241,CT_Raigarh,15,2388.0,6308.0
2242,CT_Raigarh,16,334857.0,72133.0
2243,CT_Raigarh,17,187354.0,85437.0
2244,CT_Raipur,1,0.0,0.0
2245,CT_Raipur,2,0.0,0.0
2246,CT_Raipur,3,0.0,0.0
2247,CT_Raipur,4,0.0,0.0
2248,CT_Raipur,5,0.0,0.0
2249,CT_Raipur,6,0.0,0.0
2250,CT_Raipur,7,0.0,0.0
2251,CT_Raipur,8,0.0,0.0
2252,CT_Raipur,9,0.0,0.0
2253,CT_Raipur,10,0.0,0.0
2254,CT_Raipur,11,29376.0,27.0
2255,CT_Raipur,12,34700.0,19612.0
2256,CT_Raipur,13,267531.0,27352.0
2257,CT_Raipur,14,35702.0,63720.0
2258,CT_Raipur,15,14234.0,14076.0
2259,CT_Raipur,16,416545.0,109250.0
2260,CT_Raipur,17,343603.0,152622.0
2261,CT_Rajnandgaon,1,0.0,0.0
2262,CT_Rajnandgaon,2,0.0,0.0
2263,CT_Rajnandgaon,3,0.0,0.0
2264,CT_Rajnandgaon,4,0.0,0.0
2265,CT_Rajnandgaon,5,0.0,0.0
2266,CT_Rajnandgaon,6,0.0,0.0
2267,CT_Rajnandgaon,7,0.0,0.0
2268,CT_Rajnandgaon,8,0.0,0.0
2269,CT_Rajnandgaon,9,0.0,0.0
2270,CT_Rajnandgaon,10,0.0,0.0
2271,CT_Rajnandgaon,11,15593.0,15.0
2272,CT_Rajnandgaon,12,14135.0,13444.0
2273,CT_Rajnandgaon,13,249293.0,8339.0
2274,CT_Rajnandgaon,14,11547.0,16994.0
2275,CT_Rajnandgaon,15,2614.0,2026.0
2276,CT_Rajnandgaon,16,271872.0,63429.0
2277,CT_Rajnandgaon,17,109134.0,62361.0
2278,CT_Sukma,1,0.0,0.0
2279,CT_Sukma,2,0.0,0.0
2280,CT_Sukma,3,0.0,0.0
2281,CT_Sukma,4,0.0,0.0
2282,CT_Sukma,5,0.0,0.0
2283,CT_Sukma,6,0.0,0.0
2284,CT_Sukma,7,0.0,0.0
2285,CT_Sukma,8,0.0,0.0
2286,CT_Sukma,9,0.0,0.0
2287,CT_Sukma,10,0.0,0.0
2288,CT_Sukma,11,3629.0,117.0
2289,CT_Sukma,12,16825.0,1848.0
2290,CT_Sukma,13,32780.0,11538.0
2291,CT_Sukma,14,13967.0,8764.0
2292,CT_Sukma,15,1200.0,1627.0
2293,CT_Sukma,16,27379.0,4041.0
2294,CT_Sukma,17,7363.0,3651.0
2295,CT_Surajpur,1,0.0,0.0
2296,CT_Surajpur,2,0.0,0.0
2297,CT_Surajpur,3,0.0,0.0
2298,CT_Surajpur,4,0.0,0.0
2299,CT_Surajpur,5,0.0,0.0
2300,CT_Surajpur,6,0.0,0.0
2301,CT_Surajpur,7,0.0,0.0
2302,CT_Surajpur,8,0.0,0.0
2303,CT_Surajpur,9,0.0,0.0
2304,CT_Surajpur,10,0.0,0.0
2305,CT_Surajpur,11,8444.0,24.0
2306,CT_Surajpur,12,5807.0,5824.0
2307,CT_Surajpur,13,104840.0,2399.0
2308,CT_Surajpur,14,53703.0,13805.0
2309,CT_Surajpur,15,1162.0,2119.0
2310,CT_Surajpur,16,36735.0,10694.0
2311,CT_Surajpur,17,16057.0,12428.0
2312,CT_Surguja,1,0.0,0.0
2313,CT_Surguja,2,0.0,0.0
2314,CT_Surguja,3,0.0,0.0
2315,CT_Surguja,4,0.0,0.0
2316,CT_Surguja,5,0.0,0.0
2317,CT_Surguja,6,0.0,0.0
2318,CT_Surguja,7,0.0,0.0
2319,CT_Surguja,8,0.0,0.0
2320,CT_Surguja,9,0.0,0.0
2321,CT_Surguja,10,0.0,0.0
2322,CT_Surguja,11,8288.0,27.0
2323,CT_Surguja,12,25041.0,5775.0
2324,CT_Surguja,13,135248.0,10560.0
2325,CT_Surguja,14,46811.0,22596.0
2326,CT_Surguja,15,3474.0,5990.0
2327,CT_Surguja,16,65354.0,26715.0
2328,CT_Surguja,17,37472.0,26391.0
2329,DN_Dadra and Nagar Haveli,1,0.0,0.0
2330,DN_Dadra and Nagar Haveli,2,0.0,0.0
2331,DN_Dadra and Nagar Haveli,3,0.0,0.0
2332,DN_Dadra and Nagar Haveli,4,0.0,0.0
2333,DN_Dadra and Nagar Haveli,5,0.0,0.0
2334,DN_Dadra and Nagar Haveli,6,0.0,0.0
2335,DN_Dadra and Nagar Haveli,7,0.0,0.0
2336,DN_Dadra and Nagar Haveli,8,0.0,0.0
2337,DN_Dadra and Nagar Haveli,9,0.0,0.0
2338,DN_Dadra and Nagar Haveli,10,0.0,0.0
2339,DN_Dadra and Nagar Haveli,11,2846.0,41.0
2340,DN_Dadra and Nagar Haveli,12,4810.0,2075.0
2341,DN_Dadra and Nagar Haveli,13,26389.0,3711.0
2342,DN_Dadra and Nagar Haveli,14,7582.0,5506.0
2343,DN_Dadra and Nagar Haveli,15,70477.0,174.0
2344,DN_Dadra and Nagar Haveli,16,152330.0,18233.0
2345,DN_Dadra and Nagar Haveli,17,73408.0,10801.0
2346,DN_Daman,1,0.0,0.0
2347,DN_Daman,2,0.0,0.0
2348,DN_Daman,3,0.0,0.0
2349,DN_Daman,4,0.0,0.0
2350,DN_Daman,5,0.0,0.0
2351,DN_Daman,6,0.0,0.0
2352,DN_Daman,7,0.0,0.0
2353,DN_Daman,8,0.0,0.0
2354,DN_Daman,9,0.0,0.0
2355,DN_Daman,10,0.0,0.0
2356,DN_Daman,11,751.0,30.0
2357,DN_Daman,12,2800.0,694.0
2358,DN_Daman,13,20776.0,1418.0
2359,DN_Daman,14,8510.0,5452.0
2360,DN_Daman,15,66116.0,177.0
2361,DN_Daman,16,82452.0,15601.0
2362,DN_Daman,17,24569.0,10640.0
2363,DN_Diu,1,0.0,0.0
2364,DN_Diu,2,0.0,0.0
2365,DN_Diu,3,0.0,0.0
2366,DN_Diu,4,0.0,0.0
2367,DN_Diu,5,0.0,0.0
2368,DN_Diu,6,0.0,0.0
2369,DN_Diu,7,0.0,0.0
2370,DN_Diu,8,0.0,0.0
2371,DN_Diu,9,0.0,0.0
2372,DN_Diu,10,0.0,0.0
2373,DN_Diu,11,463.0,0.0
2374,DN_Diu,12,2375.0,395.0
2375,DN_Diu,13,5656.0,1345.0
2376,DN_Diu,14,3401.0,3436.0
2377,DN_Diu,15,17544.0,193.0
2378,DN_Diu,16,5985.0,3359.0
2379,DN_Diu,17,1278.0,4465.0
2380,DL_Central Delhi,1,0.0,0.0
2381,DL_Central Delhi,2,0.0,0.0
2382,DL_Central Delhi,3,0.0,0.0
2383,DL_Central Delhi,4,0.0,0.0
2384,DL_Central Delhi,5,0.0,0.0
2385,DL_Central Delhi,6,0.0,0.0
2386,DL_Central Delhi,7,0.0,0.0
2387,DL_Central Delhi,8,0.0,0.0
2388,DL_Central Delhi,9,0.0,0.0
2389,DL_Central Delhi,10,0.0,0.0
2390,DL_Central Delhi,11,20521.0,255.0
2391,DL_Central Delhi,12,34110.0,13847.0
2392,DL_Central Delhi,13,139033.0,29706.0
2393,DL_Central Delhi,14,156057.0,58601.0
2394,DL_Central Delhi,15,137500.0,46258.0
2395,DL_Central Delhi,16,223674.0,65206.0
2396,DL_Central Delhi,17,85610.0,83589.0
2397,DL_East Delhi,1,0.0,0.0
2398,DL_East Delhi,2,0.0,0.0
2399,DL_East Delhi,3,0.0,0.0
2400,DL_East Delhi,4,0.0,0.0
2401,DL_East Delhi,5,0.0,0.0
2402,DL_East Delhi,6,0.0,0.0
2403,DL_East Delhi,7,0.0,0.0
2404,DL_East Delhi,8,0.0,0.0
2405,DL_East Delhi,9,0.0,0.0
2406,DL_East Delhi,10,0.0,0.0
2407,DL_East Delhi,11,10904.0,163.0
2408,DL_East Delhi,12,20967.0,6477.0
2409,DL_East Delhi,13,97963.0,15019.0
2410,DL_East Delhi,14,90310.0,33781.0
2411,DL_East Delhi,15,88858.0,21720.0
2412,DL_East Delhi,16,203617.0,53084.0
2413,DL_East Delhi,17,112561.0,103745.0
2414,DL_New Delhi,1,0.0,0.0
2415,DL_New Delhi,2,0.0,0.0
2416,DL_New Delhi,3,0.0,0.0
2417,DL_New Delhi,4,0.0,0.0
2418,DL_New Delhi,5,0.0,0.0
2419,DL_New Delhi,6,0.0,0.0
2420,DL_New Delhi,7,0.0,0.0
2421,DL_New Delhi,8,0.0,0.0
2422,DL_New Delhi,9,0.0,0.0
2423,DL_New Delhi,10,0.0,0.0
2424,DL_New Delhi,11,14271.0,139.0
2425,DL_New Delhi,12,27285.0,9979.0
2426,DL_New Delhi,13,122407.0,32051.0
2427,DL_New Delhi,14,111042.0,61679.0
2428,DL_New Delhi,15,89055.0,52245.0
2429,DL_New Delhi,16,154098.0,61609.0
2430,DL_New Delhi,17,108427.0,90188.0
2431,DL_North Delhi,1,0.0,0.0
2432,DL_North Delhi,2,0.0,0.0
2433,DL_North Delhi,3,0.0,0.0
2434,DL_North Delhi,4,0.0,0.0
2435,DL_North Delhi,5,0.0,0.0
2436,DL_North Delhi,6,0.0,0.0
2437,DL_North Delhi,7,0.0,0.0
2438,DL_North Delhi,8,0.0,0.0
2439,DL_North Delhi,9,0.0,0.0
2440,DL_North Delhi,10,0.0,0.0
2441,DL_North Delhi,11,9257.0,52.0
2442,DL_North Delhi,12,21169.0,5321.0
2443,DL_North Delhi,13,95564.0,18129.0
2444,DL_North Delhi,14,116496.0,38280.0
2445,DL_North Delhi,15,61972.0,32887.0
2446,DL_North Delhi,16,245549.0,48676.0
2447,DL_North Delhi,17,94047.0,75543.0
2448,DL_North East Delhi,1,0.0,0.0
2449,DL_North East Delhi,2,0.0,0.0
2450,DL_North East Delhi,3,0.0,0.0
2451,DL_North East Delhi,4,0.0,0.0
2452,DL_North East Delhi,5,0.0,0.0
2453,DL_North East Delhi,6,0.0,0.0
2454,DL_North East Delhi,7,0.0,0.0
2455,DL_North East Delhi,8,0.0,0.0
2456,DL_North East Delhi,9,0.0,0.0
2457,DL_North East Delhi,10,0.0,0.0
2458,DL_North East Delhi,11,10495.0,60.0
2459,DL_North East Delhi,12,24669.0,7947.0
2460,DL_North East Delhi,13,72286.0,18478.0
2461,DL_North East Delhi,14,76473.0,34185.0
2462,DL_North East Delhi,15,80095.0,21961.0
2463,DL_North East Delhi,16,190167.0,32607.0
2464,DL_North East Delhi,17,56647.0,44462.0
2465,DL_North West Delhi,1,0.0,0.0
2466,DL_North West Delhi,2,0.0,0.0
2467,DL_North West Delhi,3,0.0,0.0
2468,DL_North West Delhi,4,0.0,0.0
2469,DL_North West Delhi,5,0.0,0.0
2470,DL_North West Delhi,6,0.0,0.0
2471,DL_North West Delhi,7,0.0,0.0
2472,DL_North West Delhi,8,0.0,0.0
2473,DL_North West Delhi,9,0.0,0.0
2474,DL_North West Delhi,10,0.0,0.0
2475,DL_North West Delhi,11,24438.0,247.0
2476,DL_North West Delhi,12,37080.0,14948.0
2477,DL_North West Delhi,13,174295.0,24085.0
2478,DL_North West Delhi,14,164868.0,70061.0
2479,DL_North West Delhi,15,127249.0,50243.0
2480,DL_North West Delhi,16,234219.0,83601.0
2481,DL_North West Delhi,17,169736.0,129830.0
2482,DL_Shahdara,1,0.0,0.0
2483,DL_Shahdara,2,0.0,0.0
2484,DL_Shahdara,3,0.0,0.0
2485,DL_Shahdara,4,0.0,0.0
2486,DL_Shahdara,5,0.0,0.0
2487,DL_Shahdara,6,0.0,0.0
2488,DL_Shahdara,7,0.0,0.0
2489,DL_Shahdara,8,0.0,0.0
2490,DL_Shahdara,9,0.0,0.0
2491,DL_Shahdara,10,0.0,0.0
2492,DL_Shahdara,11,11390.0,118.0
2493,DL_Shahdara,12,14603.0,8011.0
2494,DL_Shahdara,13,121670.0,23031.0
2495,DL_Shahdara,14,91656.0,34117.0
2496,DL_Shahdara,15,66308.0,16638.0
2497,DL_Shahdara,16,147125.0,44395.0
2498,DL_Shahdara,17,96617.0,88820.0
2499,DL_South Delhi,1,0.0,0.0
2500,DL_South Delhi,2,0.0,0.0
2501,DL_South Delhi,3,0.0,0.0
2502,DL_South Delhi,4,0.0,0.0
2503,DL_South Delhi,5,0.0,0.0
2504,DL_South Delhi,6,0.0,0.0
2505,DL_South Delhi,7,0.0,0.0
2506,DL_South Delhi,8,0.0,0.0
2507,DL_South Delhi,9,0.0,0.0
2508,DL_South Delhi,10,0.0,0.0
2509,DL_South Delhi,11,19121.0,278.0
2510,DL_South Delhi,12,35106.0,12009.0
2511,DL_South Delhi,13,138937.0,37403.0
2512,DL_South Delhi,14,120854.0,60222.0
2513,DL_South Delhi,15,219091.0,48262.0
2514,DL_South Delhi,16,238032.0,66858.0
2515,DL_South Delhi,17,110578.0,108279.0
2516,DL_South East Delhi,1,0.0,0.0
2517,DL_South East Delhi,2,0.0,0.0
2518,DL_South East Delhi,3,0.0,0.0
2519,DL_South East Delhi,4,0.0,0.0
2520,DL_South East Delhi,5,0.0,0.0
2521,DL_South East Delhi,6,0.0,0.0
2522,DL_South East Delhi,7,0.0,0.0
2523,DL_South East Delhi,8,0.0,0.0
2524,DL_South East Delhi,9,0.0,0.0
2525,DL_South East Delhi,10,0.0,0.0
2526,DL_South East Delhi,11,15690.0,201.0
2527,DL_South East Delhi,12,21526.0,11259.0
2528,DL_South East Delhi,13,132638.0,24050.0
2529,DL_South East Delhi,14,114961.0,52944.0
2530,DL_South East Delhi,15,162147.0,53350.0
2531,DL_South East Delhi,16,206234.0,59756.0
2532,DL_South East Delhi,17,114193.0,98187.0
2533,DL_South West Delhi,1,0.0,0.0
2534,DL_South West Delhi,2,0.0,0.0
2535,DL_South West Delhi,3,0.0,0.0
2536,DL_South West Delhi,4,0.0,0.0
2537,DL_South West Delhi,5,0.0,0.0
2538,DL_South West Delhi,6,0.0,0.0
2539,DL_South West Delhi,7,0.0,0.0
2540,DL_South West Delhi,8,0.0,0.0
2541,DL_South West Delhi,9,0.0,0.0
2542,DL_South West Delhi,10,0.0,0.0
2543,DL_South West Delhi,11,18351.0,167.0
2544,DL_South West Delhi,12,32966.0,11680.0
2545,DL_South West Delhi,13,151018.0,23379.0
2546,DL_South West Delhi,14,161192.0,62035.0
2547,DL_South West Delhi,15,127084.0,34838.0
2548,DL_South West Delhi,16,238683.0,75728.0
2549,DL_South West Delhi,17,150171.0,147824.0
2550,DL_West Delhi,1,0.0,0.0
2551,DL_West Delhi,2,0.0,0.0
2552,DL_West Delhi,3,0.0,0.0
2553,DL_West Delhi,4,0.0,0.0
2554,DL_West Delhi,5,0.0,0.0
2555,DL_West Delhi,6,0.0,0.0
2556,DL_West Delhi,7,0.0,0.0
2557,DL_West Delhi,8,0.0,0.0
2558,DL_West Delhi,9,0.0,0.0
2559,DL_West Delhi,10,0.0,0.0
2560,DL_West Delhi,11,23738.0,287.0
2561,DL_West Delhi,12,35923.0,15188.0
2562,DL_West Delhi,13,211758.0,29098.0
2563,DL_West Delhi,14,145758.0,80149.0
2564,DL_West Delhi,15,66652.0,38836.0
2565,DL_West Delhi,16,201745.0,70766.0
2566,DL_West Delhi,17,128761.0,131283.0
2567,GA_North Goa,1,0.0,0.0
2568,GA_North Goa,2,0.0,0.0
2569,GA_North Goa,3,0.0,0.0
2570,GA_North Goa,4,0.0,0.0
2571,GA_North Goa,5,0.0,0.0
2572,GA_North Goa,6,0.0,0.0
2573,GA_North Goa,7,0.0,0.0
2574,GA_North Goa,8,0.0,0.0
2575,GA_North Goa,9,0.0,0.0
2576,GA_North Goa,10,0.0,0.0
2577,GA_North Goa,11,7118.0,184.0
2578,GA_North Goa,12,21655.0,5952.0
2579,GA_North Goa,13,49655.0,12547.0
2580,GA_North Goa,14,72984.0,23941.0
2581,GA_North Goa,15,101236.0,3335.0
2582,GA_North Goa,16,178192.0,47051.0
2583,GA_North Goa,17,75021.0,60224.0
2584,GA_South Goa,1,0.0,0.0
2585,GA_South Goa,2,0.0,0.0
2586,GA_South Goa,3,0.0,0.0
2587,GA_South Goa,4,0.0,0.0
2588,GA_South Goa,5,0.0,0.0
2589,GA_South Goa,6,0.0,0.0
2590,GA_South Goa,7,0.0,0.0
2591,GA_South Goa,8,0.0,0.0
2592,GA_South Goa,9,0.0,0.0
2593,GA_South Goa,10,0.0,0.0
2594,GA_South Goa,11,6159.0,125.0
2595,GA_South Goa,12,20209.0,5420.0
2596,GA_South Goa,13,57028.0,10845.0
2597,GA_South Goa,14,86097.0,29377.0
2598,GA_South Goa,15,116187.0,973.0
2599,GA_South Goa,16,198586.0,44358.0
2600,GA_South Goa,17,77315.0,74282.0
2601,GJ_Ahmedabad,1,0.0,0.0
2602,GJ_Ahmedabad,2,0.0,0.0
2603,GJ_Ahmedabad,3,0.0,0.0
2604,GJ_Ahmedabad,4,0.0,0.0
2605,GJ_Ahmedabad,5,0.0,0.0
2606,GJ_Ahmedabad,6,0.0,0.0
2607,GJ_Ahmedabad,7,0.0,0.0
2608,GJ_Ahmedabad,8,0.0,0.0
2609,GJ_Ahmedabad,9,0.0,0.0
2610,GJ_Ahmedabad,10,0.0,0.0
2611,GJ_Ahmedabad,11,35207.0,0.0
2612,GJ_Ahmedabad,12,16855.0,16439.0
2613,GJ_Ahmedabad,13,242843.0,3860.0
2614,GJ_Ahmedabad,14,63417.0,54057.0
2615,GJ_Ahmedabad,15,97923.0,20214.0
2616,GJ_Ahmedabad,16,172645.0,23849.0
2617,GJ_Ahmedabad,17,246954.0,71364.0
2618,GJ_Ahmedabad,1,0.0,0.0
2619,GJ_Ahmedabad,2,0.0,0.0
2620,GJ_Ahmedabad,3,0.0,0.0
2621,GJ_Ahmedabad,4,0.0,0.0
2622,GJ_Ahmedabad,5,0.0,0.0
2623,GJ_Ahmedabad,6,0.0,0.0
2624,GJ_Ahmedabad,7,0.0,0.0
2625,GJ_Ahmedabad,8,0.0,0.0
2626,GJ_Ahmedabad,9,0.0,0.0
2627,GJ_Ahmedabad,10,0.0,0.0
2628,GJ_Ahmedabad,11,71138.0,0.0
2629,GJ_Ahmedabad,12,91620.0,44213.0
2630,GJ_Ahmedabad,13,574487.0,83287.0
2631,GJ_Ahmedabad,14,356081.0,263055.0
2632,GJ_Ahmedabad,15,849223.0,42923.0
2633,GJ_Ahmedabad,16,571932.0,218580.0
2634,GJ_Ahmedabad,17,675517.0,343939.0
2635,GJ_Amreli,1,0.0,0.0
2636,GJ_Amreli,2,0.0,0.0
2637,GJ_Amreli,3,0.0,0.0
2638,GJ_Amreli,4,0.0,0.0
2639,GJ_Amreli,5,0.0,0.0
2640,GJ_Amreli,6,0.0,0.0
2641,GJ_Amreli,7,0.0,0.0
2642,GJ_Amreli,8,0.0,0.0
2643,GJ_Amreli,9,0.0,0.0
2644,GJ_Amreli,10,0.0,0.0
2645,GJ_Amreli,11,16669.0,0.0
2646,GJ_Amreli,12,32139.0,13273.0
2647,GJ_Amreli,13,178660.0,13286.0
2648,GJ_Amreli,14,19384.0,53143.0
2649,GJ_Amreli,15,36230.0,27091.0
2650,GJ_Amreli,16,101409.0,38375.0
2651,GJ_Amreli,17,218962.0,71048.0
2652,GJ_Anand,1,0.0,0.0
2653,GJ_Anand,2,0.0,0.0
2654,GJ_Anand,3,0.0,0.0
2655,GJ_Anand,4,0.0,0.0
2656,GJ_Anand,5,0.0,0.0
2657,GJ_Anand,6,0.0,0.0
2658,GJ_Anand,7,0.0,0.0
2659,GJ_Anand,8,0.0,0.0
2660,GJ_Anand,9,0.0,0.0
2661,GJ_Anand,10,0.0,0.0
2662,GJ_Anand,11,22593.0,1.0
2663,GJ_Anand,12,47715.0,14166.0
2664,GJ_Anand,13,248043.0,26650.0
2665,GJ_Anand,14,69120.0,87860.0
2666,GJ_Anand,15,106912.0,30028.0
2667,GJ_Anand,16,170413.0,52633.0
2668,GJ_Anand,17,251728.0,81508.0
2669,GJ_Aravalli,1,0.0,0.0
2670,GJ_Aravalli,2,0.0,0.0
2671,GJ_Aravalli,3,0.0,0.0
2672,GJ_Aravalli,4,0.0,0.0
2673,GJ_Aravalli,5,0.0,0.0
2674,GJ_Aravalli,6,0.0,0.0
2675,GJ_Aravalli,7,0.0,0.0
2676,GJ_Aravalli,8,0.0,0.0
2677,GJ_Aravalli,9,0.0,0.0
2678,GJ_Aravalli,10,0.0,0.0
2679,GJ_Aravalli,11,14945.0,0.0
2680,GJ_Aravalli,12,40344.0,11876.0
2681,GJ_Aravalli,13,143324.0,18720.0
2682,GJ_Aravalli,14,36978.0,54305.0
2683,GJ_Aravalli,15,39471.0,30539.0
2684,GJ_Aravalli,16,77586.0,20141.0
2685,GJ_Aravalli,17,123664.0,42699.0
2686,GJ_Banaskantha,1,0.0,0.0
2687,GJ_Banaskantha,2,0.0,0.0
2688,GJ_Banaskantha,3,0.0,0.0
2689,GJ_Banaskantha,4,0.0,0.0
2690,GJ_Banaskantha,5,0.0,0.0
2691,GJ_Banaskantha,6,0.0,0.0
2692,GJ_Banaskantha,7,0.0,0.0
2693,GJ_Banaskantha,8,0.0,0.0
2694,GJ_Banaskantha,9,0.0,0.0
2695,GJ_Banaskantha,10,0.0,0.0
2696,GJ_Banaskantha,11,35481.0,1.0
2697,GJ_Banaskantha,12,52578.0,12804.0
2698,GJ_Banaskantha,13,397377.0,41467.0
2699,GJ_Banaskantha,14,128083.0,78311.0
2700,GJ_Banaskantha,15,99824.0,59427.0
2701,GJ_Banaskantha,16,116748.0,91038.0
2702,GJ_Banaskantha,17,497260.0,198855.0
2703,GJ_Bharuch,1,0.0,0.0
2704,GJ_Bharuch,2,0.0,0.0
2705,GJ_Bharuch,3,0.0,0.0
2706,GJ_Bharuch,4,0.0,0.0
2707,GJ_Bharuch,5,0.0,0.0
2708,GJ_Bharuch,6,0.0,0.0
2709,GJ_Bharuch,7,0.0,0.0
2710,GJ_Bharuch,8,0.0,0.0
2711,GJ_Bharuch,9,0.0,0.0
2712,GJ_Bharuch,10,0.0,0.0
2713,GJ_Bharuch,11,21862.0,0.0
2714,GJ_Bharuch,12,21366.0,12670.0
2715,GJ_Bharuch,13,142215.0,14508.0
2716,GJ_Bharuch,14,65898.0,65959.0
2717,GJ_Bharuch,15,160119.0,16818.0
2718,GJ_Bharuch,16,194797.0,45186.0
2719,GJ_Bharuch,17,202198.0,62167.0
2720,GJ_Bhavnagar,1,0.0,0.0
2721,GJ_Bhavnagar,2,0.0,0.0
2722,GJ_Bhavnagar,3,0.0,0.0
2723,GJ_Bhavnagar,4,0.0,0.0
2724,GJ_Bhavnagar,5,0.0,0.0
2725,GJ_Bhavnagar,6,0.0,0.0
2726,GJ_Bhavnagar,7,0.0,0.0
2727,GJ_Bhavnagar,8,0.0,0.0
2728,GJ_Bhavnagar,9,0.0,0.0
2729,GJ_Bhavnagar,10,0.0,0.0
2730,GJ_Bhavnagar,11,18831.0,0.0
2731,GJ_Bhavnagar,12,14036.0,9126.0
2732,GJ_Bhavnagar,13,173892.0,10554.0
2733,GJ_Bhavnagar,14,48972.0,55534.0
2734,GJ_Bhavnagar,15,71060.0,9513.0
2735,GJ_Bhavnagar,16,137477.0,41671.0
2736,GJ_Bhavnagar,17,188389.0,67182.0
2737,GJ_Bhavnagar,1,0.0,0.0
2738,GJ_Bhavnagar,2,0.0,0.0
2739,GJ_Bhavnagar,3,0.0,0.0
2740,GJ_Bhavnagar,4,0.0,0.0
2741,GJ_Bhavnagar,5,0.0,0.0
2742,GJ_Bhavnagar,6,0.0,0.0
2743,GJ_Bhavnagar,7,0.0,0.0
2744,GJ_Bhavnagar,8,0.0,0.0
2745,GJ_Bhavnagar,9,0.0,0.0
2746,GJ_Bhavnagar,10,0.0,0.0
2747,GJ_Bhavnagar,11,11345.0,0.0
2748,GJ_Bhavnagar,12,15511.0,7837.0
2749,GJ_Bhavnagar,13,76542.0,8912.0
2750,GJ_Bhavnagar,14,35986.0,44300.0
2751,GJ_Bhavnagar,15,67778.0,6160.0
2752,GJ_Bhavnagar,16,53902.0,25961.0
2753,GJ_Bhavnagar,17,64119.0,37347.0
2754,GJ_Botad,1,0.0,0.0
2755,GJ_Botad,2,0.0,0.0
2756,GJ_Botad,3,0.0,0.0
2757,GJ_Botad,4,0.0,0.0
2758,GJ_Botad,5,0.0,0.0
2759,GJ_Botad,6,0.0,0.0
2760,GJ_Botad,7,0.0,0.0
2761,GJ_Botad,8,0.0,0.0
2762,GJ_Botad,9,0.0,0.0
2763,GJ_Botad,10,0.0,0.0
2764,GJ_Botad,11,6523.0,0.0
2765,GJ_Botad,12,6011.0,4617.0
2766,GJ_Botad,13,38094.0,3849.0
2767,GJ_Botad,14,11291.0,16358.0
2768,GJ_Botad,15,32559.0,7058.0
2769,GJ_Botad,16,82901.0,12027.0
2770,GJ_Botad,17,116157.0,16822.0
2771,GJ_Chhota Udaipur,1,0.0,0.0
2772,GJ_Chhota Udaipur,2,0.0,0.0
2773,GJ_Chhota Udaipur,3,0.0,0.0
2774,GJ_Chhota Udaipur,4,0.0,0.0
2775,GJ_Chhota Udaipur,5,0.0,0.0
2776,GJ_Chhota Udaipur,6,0.0,0.0
2777,GJ_Chhota Udaipur,7,0.0,0.0
2778,GJ_Chhota Udaipur,8,0.0,0.0
2779,GJ_Chhota Udaipur,9,0.0,0.0
2780,GJ_Chhota Udaipur,10,0.0,0.0
2781,GJ_Chhota Udaipur,11,15475.0,0.0
2782,GJ_Chhota Udaipur,12,4266.0,4769.0
2783,GJ_Chhota Udaipur,13,120494.0,7488.0
2784,GJ_Chhota Udaipur,14,22269.0,23079.0
2785,GJ_Chhota Udaipur,15,25199.0,41821.0
2786,GJ_Chhota Udaipur,16,105578.0,25135.0
2787,GJ_Chhota Udaipur,17,129632.0,49176.0
2788,GJ_Dahod,1,0.0,0.0
2789,GJ_Dahod,2,0.0,0.0
2790,GJ_Dahod,3,0.0,0.0
2791,GJ_Dahod,4,0.0,0.0
2792,GJ_Dahod,5,0.0,0.0
2793,GJ_Dahod,6,0.0,0.0
2794,GJ_Dahod,7,0.0,0.0
2795,GJ_Dahod,8,0.0,0.0
2796,GJ_Dahod,9,0.0,0.0
2797,GJ_Dahod,10,0.0,0.0
2798,GJ_Dahod,11,27133.0,0.0
2799,GJ_Dahod,12,89463.0,21684.0
2800,GJ_Dahod,13,129866.0,28518.0
2801,GJ_Dahod,14,79031.0,75584.0
2802,GJ_Dahod,15,58153.0,50153.0
2803,GJ_Dahod,16,98460.0,53545.0
2804,GJ_Dahod,17,230625.0,118986.0
2805,GJ_Dang,1,0.0,0.0
2806,GJ_Dang,2,0.0,0.0
2807,GJ_Dang,3,0.0,0.0
2808,GJ_Dang,4,0.0,0.0
2809,GJ_Dang,5,0.0,0.0
2810,GJ_Dang,6,0.0,0.0
2811,GJ_Dang,7,0.0,0.0
2812,GJ_Dang,8,0.0,0.0
2813,GJ_Dang,9,0.0,0.0
2814,GJ_Dang,10,0.0,0.0
2815,GJ_Dang,11,4101.0,0.0
2816,GJ_Dang,12,2056.0,3450.0
2817,GJ_Dang,13,24939.0,1344.0
2818,GJ_Dang,14,3709.0,4270.0
2819,GJ_Dang,15,6067.0,218.0
2820,GJ_Dang,16,13687.0,3870.0
2821,GJ_Dang,17,13883.0,4125.0
